"","MOSTYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","PVRAAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","Purchase"
"4331",31,1,3,3,7,0,9,0,0,5,0,4,0,0,9,0,0,9,0,0,2,0,3,5,0,3,0,6,0,9,0,3,2,4,7,2,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4332",36,1,2,4,8,0,6,2,2,5,0,4,4,4,2,2,0,7,0,0,0,9,0,0,0,2,0,7,0,9,0,4,2,4,9,0,9,0,0,0,0,2,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4333",10,1,4,3,3,0,5,2,3,7,1,1,1,3,6,2,5,3,4,0,0,3,2,0,3,2,3,3,0,1,8,8,0,1,5,4,0,5,4,0,0,4,8,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4334",39,1,2,4,9,0,4,1,5,3,1,6,3,2,4,0,1,8,1,0,0,1,0,7,0,0,2,2,5,8,1,4,2,4,7,2,7,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4335",32,1,3,3,7,0,5,0,4,7,0,2,2,4,3,0,7,2,0,0,0,7,0,2,0,3,5,2,0,9,0,9,0,0,9,0,4,5,0,0,0,3,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4336",23,1,1,3,5,1,6,1,3,2,2,6,5,3,2,2,5,3,1,0,0,2,2,5,1,2,4,4,1,8,1,5,0,4,8,1,6,3,1,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4337",12,1,3,2,3,4,1,0,5,6,3,0,0,4,5,5,3,2,5,0,0,3,1,2,4,3,1,2,0,0,9,6,3,0,2,7,0,3,4,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4338",12,3,3,2,3,2,1,1,6,6,2,2,3,2,4,2,6,2,2,1,0,4,1,4,1,2,2,5,0,8,1,6,1,2,5,4,1,2,3,4,0,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4339",27,1,1,5,6,0,5,0,4,3,1,5,7,2,0,1,4,5,4,0,0,4,1,2,1,1,5,1,3,9,0,7,0,2,9,0,2,7,1,0,0,3,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4340",13,1,3,2,3,1,4,2,3,6,2,1,1,4,5,3,5,2,5,0,1,3,1,2,4,2,2,2,0,2,7,6,1,2,4,5,1,1,8,1,0,5,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4341",33,1,3,3,8,0,5,1,3,7,1,2,1,4,4,0,2,7,1,0,3,2,2,3,1,2,3,4,1,4,5,6,3,1,7,2,2,5,1,2,0,4,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4342",23,1,2,2,5,3,2,1,5,2,2,6,5,3,2,1,6,3,3,0,0,4,1,3,2,3,2,3,1,9,0,5,1,4,6,3,3,4,2,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4343",29,1,1,5,7,2,2,1,5,4,0,5,7,1,1,0,1,8,0,0,0,0,5,4,0,0,0,5,4,8,1,4,0,5,7,2,5,4,1,0,0,2,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4344",35,1,3,3,8,0,5,1,3,6,2,1,1,4,4,1,3,6,2,0,1,3,3,2,2,1,2,5,1,5,4,6,1,2,6,3,2,4,3,1,1,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4345",1,1,3,2,1,2,2,0,5,9,0,0,0,4,5,5,4,0,7,0,0,2,0,0,7,2,0,0,0,0,9,7,2,0,2,7,0,0,3,6,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4346",33,1,2,4,8,1,4,4,2,5,0,4,4,5,1,0,1,8,1,0,0,2,3,4,1,0,1,6,2,3,6,5,1,4,9,0,1,7,2,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4347",32,1,1,6,7,0,5,1,4,3,0,6,5,4,1,0,2,7,0,0,0,3,1,5,0,0,2,4,4,9,0,3,0,6,7,2,7,2,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4348",8,1,3,3,2,2,6,0,2,9,0,0,0,3,6,5,3,2,4,0,0,5,0,0,3,2,3,2,0,0,9,7,2,0,2,7,0,5,0,4,0,7,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4349",23,1,2,1,5,0,5,0,5,0,6,3,3,5,2,0,5,4,2,0,0,4,2,2,2,2,2,4,2,9,0,5,3,3,9,0,5,2,3,0,0,3,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4350",33,1,3,2,8,0,4,0,5,9,0,0,0,2,7,1,1,8,1,0,0,2,6,2,1,1,1,5,4,3,6,6,1,2,7,2,3,5,2,1,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4351",25,1,2,4,6,2,7,1,1,5,0,4,3,2,4,3,2,4,4,3,0,3,1,1,3,2,3,1,3,6,3,3,4,3,3,6,5,2,0,0,3,5,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4352",12,1,3,2,3,0,4,0,5,9,0,0,0,2,7,3,3,4,3,0,0,3,3,2,3,3,0,4,0,9,0,9,0,0,6,3,0,6,2,2,0,4,7,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4353",33,1,2,2,8,0,3,2,4,5,2,3,3,4,3,0,4,5,0,0,0,5,4,0,0,3,0,6,0,7,2,9,0,0,9,0,3,6,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4354",39,1,2,3,9,0,7,0,2,6,0,3,3,2,4,2,3,4,0,2,0,3,4,0,3,2,0,5,0,0,9,7,2,0,7,2,4,2,4,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"4355",33,1,1,2,8,1,4,1,4,2,2,5,5,3,1,1,4,4,2,0,0,2,2,4,2,1,2,5,1,7,2,6,0,3,7,2,4,3,2,1,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4356",37,1,3,4,8,0,6,1,2,8,0,1,1,6,3,0,4,5,1,0,0,4,2,4,0,1,4,4,1,2,7,7,0,2,8,1,2,4,4,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"4357",38,1,4,2,9,0,4,0,5,8,0,1,1,1,8,1,4,5,1,0,0,2,0,7,1,2,2,5,1,8,1,5,4,1,8,1,5,4,0,0,0,2,4,2,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4358",13,1,3,2,3,1,4,2,3,6,2,1,1,4,5,3,5,2,5,0,1,3,1,2,4,2,2,2,0,2,7,6,1,2,4,5,1,1,8,1,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4359",4,1,2,6,1,0,4,2,4,6,0,3,3,6,0,1,4,5,2,2,0,2,0,4,2,2,2,4,1,9,0,4,0,5,7,2,4,5,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4360",23,1,2,2,5,2,4,1,3,3,2,5,5,3,2,2,6,2,1,0,0,3,2,4,1,3,3,4,1,8,1,5,0,4,8,1,6,2,1,0,1,3,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4361",27,1,2,5,6,1,5,2,3,5,1,3,5,1,3,1,1,8,6,0,0,3,0,0,1,1,4,0,5,6,3,6,1,3,7,2,6,3,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4362",35,1,2,4,8,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,0,0,0,9,0,5,4,9,0,0,9,0,5,4,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4363",24,1,2,5,5,1,5,1,3,4,1,5,5,3,2,1,2,7,1,0,1,3,3,4,1,1,2,4,3,8,1,3,1,5,8,1,5,3,1,0,0,2,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4364",9,1,2,3,3,2,3,2,4,5,0,4,3,3,3,4,3,3,2,2,2,3,2,0,4,3,2,2,0,4,5,5,2,3,6,3,5,2,3,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4365",25,1,2,4,6,1,4,2,3,5,0,4,6,0,3,5,0,4,0,0,0,9,0,0,0,5,0,0,4,4,5,5,1,4,9,0,0,0,9,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4366",6,1,3,3,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,2,3,2,1,3,6,6,2,2,6,3,2,3,4,2,1,5,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4367",41,1,3,3,10,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4368",31,1,3,4,7,0,8,0,1,6,1,2,1,3,5,0,3,6,1,0,0,3,2,4,1,2,2,4,3,6,3,5,0,4,7,2,6,3,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4369",32,1,2,4,7,0,6,1,3,5,0,4,4,4,2,2,3,5,2,0,0,4,3,2,2,3,0,5,2,7,2,6,0,3,9,0,5,2,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4370",16,1,2,4,4,2,2,0,6,5,0,4,4,2,3,3,4,3,1,0,0,4,2,3,1,3,2,2,2,3,6,4,2,4,7,2,5,0,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4371",24,1,3,3,5,1,1,1,7,5,2,2,2,3,5,1,1,8,0,0,0,3,2,4,0,1,1,7,2,8,1,6,1,3,8,1,5,3,1,1,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4372",3,1,1,5,1,1,4,1,4,7,1,2,8,1,1,0,3,6,5,0,0,2,0,2,5,3,1,1,0,1,8,6,2,1,5,4,4,1,1,4,0,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4373",36,1,4,3,8,2,7,0,0,9,0,0,0,4,5,0,3,6,2,0,0,6,0,2,0,1,4,4,0,2,7,7,2,0,7,2,0,7,2,0,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4374",30,1,3,3,7,1,5,2,3,5,1,3,0,5,4,0,1,8,0,0,2,3,0,5,0,1,1,4,5,8,1,6,1,3,7,2,3,6,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4375",10,1,5,2,3,0,5,3,2,9,0,0,0,0,9,0,4,5,1,1,0,5,2,2,0,0,0,4,5,0,9,6,0,3,2,7,0,0,9,0,0,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4376",33,1,3,3,8,0,3,4,3,9,0,0,0,1,8,0,4,5,1,0,0,3,5,2,1,2,1,4,3,9,0,5,3,2,7,2,0,3,3,4,0,7,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4377",13,1,3,2,3,0,5,2,3,5,2,3,3,1,5,1,6,2,1,0,0,5,3,1,1,4,1,4,1,8,1,8,0,1,9,0,4,4,2,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4378",39,2,3,3,9,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,1,3,2,4,1,3,6,6,2,2,6,3,2,4,3,1,1,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4379",23,1,2,2,5,2,4,1,3,3,2,5,5,3,2,2,6,2,1,0,0,3,2,4,1,3,3,4,1,8,1,5,0,4,8,1,6,2,1,0,1,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4380",33,1,3,3,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,1,2,3,4,1,5,4,6,2,2,8,1,4,4,2,1,1,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4381",23,1,2,3,5,3,2,1,3,5,2,2,2,5,2,2,4,4,2,2,0,2,3,1,3,2,0,4,0,6,3,7,0,2,6,3,5,0,0,4,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4382",31,1,2,3,7,1,4,2,3,4,3,3,3,2,5,0,3,6,1,0,0,2,3,3,1,1,2,6,1,9,0,5,0,4,8,1,6,3,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4383",8,1,2,3,2,0,6,0,3,9,0,0,0,5,4,0,9,0,0,0,0,5,0,4,0,0,6,3,0,5,4,7,2,0,7,2,0,9,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4384",34,1,3,2,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4385",9,1,2,3,3,2,3,2,4,5,0,4,3,3,3,4,3,3,2,2,2,3,2,0,4,3,2,2,0,4,5,5,2,3,6,3,5,2,3,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4386",9,1,3,2,3,2,3,0,5,7,2,0,0,5,4,1,5,4,1,0,0,4,1,4,1,3,2,5,0,8,1,9,0,0,6,3,4,1,4,1,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4387",13,1,2,3,3,1,7,1,2,7,1,2,2,3,5,1,7,2,1,0,0,7,2,1,1,4,3,2,1,2,7,8,0,1,6,3,1,6,2,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4388",3,1,3,4,1,0,9,0,0,9,0,0,0,6,3,0,6,3,4,0,0,4,0,3,3,0,4,3,0,4,6,9,0,0,6,4,3,4,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4389",31,1,2,3,7,1,5,3,2,6,0,3,3,4,3,0,2,7,1,0,0,3,3,4,1,0,2,6,1,4,5,6,1,2,9,0,1,7,2,0,0,3,1,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4390",33,1,3,3,8,0,6,1,2,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,1,2,2,5,2,2,7,7,0,2,7,2,0,4,5,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"4391",33,1,3,3,8,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,1,3,2,4,1,3,6,6,2,2,6,3,2,4,3,1,1,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"4392",33,1,3,3,8,1,5,1,3,6,1,2,2,4,4,2,2,6,2,1,1,2,3,2,2,1,2,4,2,6,3,6,1,3,7,2,3,4,2,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4393",33,1,3,3,8,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,1,3,2,4,1,3,6,6,2,2,6,3,2,4,3,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4394",8,2,4,3,2,0,5,0,5,9,0,0,0,0,9,0,5,5,0,0,0,9,0,0,0,4,0,5,0,0,9,6,3,0,2,7,0,9,0,0,0,3,7,2,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4395",33,1,2,2,8,0,4,2,4,3,2,4,4,4,2,0,5,4,0,0,0,7,0,2,0,5,0,4,0,7,2,7,0,2,9,0,4,5,0,0,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4396",9,1,4,3,3,1,3,1,5,7,1,2,1,2,7,1,2,7,0,0,0,3,3,4,0,1,1,6,3,8,1,6,1,3,7,2,2,6,2,1,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4397",8,1,3,3,2,1,5,1,3,7,1,2,0,5,4,3,5,1,2,1,0,4,1,2,2,3,4,1,1,2,7,7,0,2,5,4,1,2,5,2,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4398",3,1,2,4,1,1,5,1,2,6,1,3,3,5,2,2,3,4,3,1,1,3,2,1,2,1,2,3,2,5,4,6,0,3,6,3,3,3,3,1,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4399",11,1,1,2,3,0,5,1,4,4,3,2,6,3,1,4,5,1,2,0,0,4,3,2,1,1,1,7,2,8,1,8,0,1,9,0,3,5,2,0,0,3,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4400",41,1,3,3,10,2,7,0,0,9,0,0,1,4,4,0,5,4,3,0,0,5,0,2,1,1,5,3,1,1,8,7,2,0,7,2,1,5,2,0,1,4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"4401",4,2,2,4,1,0,5,1,3,6,1,3,3,4,3,3,3,4,3,1,1,3,2,2,3,2,2,3,1,3,6,6,1,3,7,2,3,2,4,1,0,3,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4402",6,1,3,3,2,3,4,2,2,9,0,0,0,5,4,4,4,2,4,3,0,2,0,2,6,1,0,2,0,0,9,5,4,0,3,6,1,3,4,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4403",24,1,3,3,5,0,4,2,3,5,1,3,0,4,5,0,2,7,0,0,0,0,0,9,0,0,0,2,7,9,0,6,1,3,6,3,4,3,2,0,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4404",41,1,5,3,10,0,0,5,5,9,0,0,0,0,9,0,9,0,5,0,5,0,0,0,9,0,0,0,0,0,9,7,2,0,7,2,4,2,3,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4405",37,1,3,3,8,0,5,0,4,8,0,1,0,3,6,0,3,6,0,2,0,5,3,1,0,2,4,4,1,1,8,8,1,0,8,1,0,6,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4406",9,1,2,3,3,0,4,1,5,4,3,3,2,3,4,1,4,5,1,0,0,2,3,4,1,1,3,4,1,8,1,6,1,2,8,1,3,4,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
